"","X.1","Country","year","ISIN","X","scope1","scope2","scope3","scope_total","CURRENCY","Rev","Emp","TA","NPPE","INTAN","Debt_comm_eq","Capex","PPEG","Dprc","Accr","S_pillar","E_pillar","G_pillar","NCFOA","Debt_TotCap","GMAR","OIBD","OI","NS_WC","iso","FuelInten","Income.group","CO2_imp","ggroup","gind","gsector","gsubind","naics","naicsh"
"97",97,"AUSTRIA",2016,"AT000000STR1",7,836246,220352,NA,1056600,"E",12400465,71839,10132579,1927739,496402,44.76,395751,5299083,435697,NA,37.53,56.39,70.21,264164,30.4,32.69,434046,51802,7.97,"AT","  16.2","High income","National",2010,201030,20,20103010,237,234
"98",98,"AUSTRIA",2016,"AT0000937503",139,NA,NA,NA,12063480,"E",11068700,48367,13764200,6006500,1958500,99.28,1283546,15534400,705200,NA,71.91,67.08,63.13,1282200,48.93,21.41,1219200,564000,5.46,"AT","  16.2","High income","National",1510,151040,15,15104050,331110,331111
"99",99,"AUSTRIA",2016,"AT0000652011",51,22630,54377,4476,77007,"E",8808491,47034,207993297,2476913,1390245,355.06,773000,NA,175210,NA,47.5,84.03,44.38,2233000,72.51,NA,2510285,2163875,NA,"AT","  16.2","High income","National",NA,NA,NA,NA,NA,NA
"100",100,"AUSTRIA",2016,"AT0000746409",100,1007000,342000,255000,1349000,"E",2795856,2952,11538188,9010643,811276,54.79,288118,17736000,430552,NA,55.27,90.86,60.63,805038,32.84,39.08,893612,554270,-5.64,"AT","  16.2","High income","National",5510,551010,55,55101010,2211,2211
"101",101,"AUSTRIA",2016,"AT00000VIE62",19,11796,46710,262743,58506,"E",741596,4626,2018328,1455927,158965,43.39,83268,2918730,137536,NA,40.34,47.83,24.79,255083,28.69,78.39,325643,194398,-18.67,"AT","  16.2","High income","National",2030,203050,20,20305010,48811,48811
"102",102,"AUSTRIA",2016,"AT0000831706",123,NA,NA,NA,2046000,"E",2973829,15990,3619810,1564727,690440,73.4,147789,4146537,191312,NA,41.08,79.74,63.13,338036,42.02,30.21,321842,132947,10.93,"AT","  16.2","High income","National",1510,151020,15,15102010,327120,327121
"103",103,"AUSTRIA",2016,"AT0000606306",30,197,167,2135,364,"E",6443530,48556,111722174,1393358,598402,273.56,328070,NA,153546,NA,69,86.48,13.96,3105352,71.94,NA,1127197,796173,NA,"AT","  16.2","High income","National",NA,NA,NA,NA,NA,NA
"104",104,"AUSTRIA",2016,"AT0000720008",67,27419,275328,142239,302747,"E",4124833,18203,7656763,2550754,3563217,155.9,726661,11696347,546732,NA,62.37,62.76,32.08,1030748,60.9,33.73,1267622,402351,-10.09,"AT","  16.2","High income","National",5010,501010,50,50101020,517919,517919
"105",105,"AUSTRIA",2017,"AT0000908504",130,NA,NA,NA,32931,"E",9970681,25059,50566829,548018,1970641,69.81,303069,NA,NA,NA,61.26,33.9,65,1269879,32.78,NA,838125,735650,NA,"AT","  17.5","High income","National",NA,NA,NA,NA,NA,NA
"106",106,"AUSTRIA",2017,"AT000000STR1",8,876651,234965,NA,1111616,"E",13508725,72904,10865155,1936032,498827,38.39,412455,5435038,390954,NA,76.98,59.41,52.41,1350113,27.58,31.36,449320,56587,9.33,"AT","  17.5","High income","National",2010,201030,20,20103010,237,234
"107",107,"AUSTRIA",2017,"AT0000BAWAG2",168,1223,6660,1200,7883,"E",1406400,NA,45969000,103000,506000,247.91,54000,NA,9200,NA,46.3,10.67,35.74,-36000,71.25,NA,507100,426100,NA,"AT","  17.5","High income","National",NA,NA,NA,NA,NA,NA
"108",108,"AUSTRIA",2017,"AT0000746409",101,1358000,452000,378000,1810000,"E",2913247,2819,11283602,8871326,675587,46.52,248146,17922626,521622,NA,53.68,90.87,55,640582,29.15,36.35,873695,532370,-7.55,"AT","  17.5","High income","National",5510,551010,55,55101010,2211,2211
"109",109,"AUSTRIA",2017,"AT0000743059",88,11100000,3e+05,1.08e+08,11400000,"E",20222000,20721,30832000,13654000,2648000,91.45,2022000,34318000,1988000,NA,82.9,65.62,85.74,3448000,40.44,21.75,5341000,3580000,7.86,"AT","  17.5","High income","National",1010,101020,10,10102010,2111,211111
"110",110,"AUSTRIA",2019,"AT0000BAWAG2",170,1405,1652,3086,3057,"E",1699000,4353,45654000,396000,569000,250.21,62000,NA,30600,NA,67.79,73.56,38.08,307000,71.42,NA,657300,584100,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"111",111,"AUSTRIA",2020,"AT0000937503",143,13610000,940000,9340000,14550000,"E",12717200,49682,14684200,6558800,1833500,93.84,832100,18715100,1278800,NA,74.3,69.04,67.9,1304000,47.8,15.6,871800,2900,6.06,"AT","  16.4","High income","National",1510,151040,15,15104050,331110,331111
"112",112,"AUSTRIA",2020,"AT00000VIE62",23,4745,17758,129850,22503,"E",333673,5296,2173317,1469020,166552,37.2,177057,3309326,132550,NA,35.46,65.09,30.76,-22957,25.54,54.63,52153,-73388,-7.96,"AT","  16.4","High income","National",2030,203050,20,20305010,48811,48811
"113",113,"AUSTRIA",2019,"AT0000652011",54,29950,34884,NA,64834,"E",10088952,47284,245215784,2629247,1368320,332.79,541000,NA,314679,NA,82.98,81.2,88.38,1687000,71.24,NA,2836398,2324219,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"114",114,"AUSTRIA",2017,"AT0000831706",124,NA,NA,NA,2171000,"E",3119707,16297,3615815,1521572,690897,66.63,163575,4180520,189605,NA,41.55,75.15,79.07,278931,39.64,30.08,389684,134792,8.58,"AT","  17.5","High income","National",1510,151020,15,15102010,327120,327121
"115",115,"AUSTRIA",2017,"AT0000730007",72,23655,NA,NA,NA,"E",5889047,26427,6112701,762267,708338,67.18,122086,1488807,142398,NA,58.73,71.62,52.78,237347,39.73,47.02,353266,223718,5.72,"AT","  17.5","High income","National",2010,201060,20,20106020,3332,3332
"116",116,"AUSTRIA",2017,"AT0000606306",31,238,179,2239,417,"E",7098168,49700,135032026,1540194,720935,328.16,363380,NA,181033,NA,73.29,66.58,13.89,6257544,75.47,NA,1823995,1495618,NA,"AT","  17.5","High income","National",NA,NA,NA,NA,NA,NA
"117",117,"AUSTRIA",2017,"AT0000938204",145,5e+05,NA,NA,5e+05,"E",2336804,9856,1992831,858875,126263,16.14,152206,2423359,93618,12991,43.47,30.1,34.63,213609,13.88,22.81,297842,198150,3.69,"AT","  17.5","High income","National",1510,151030,15,15103020,322212,322212
"118",118,"AUSTRIA",2019,"AT0000606306",33,221,1361,3153,1582,"E",7967486,46873,152055740,1338096,757435,300.99,313721,NA,227303,NA,89.22,64.27,28.79,1530416,73.8,NA,2250059,1801868,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"119",119,"AUSTRIA",2019,"AT000KAPSCH9",178,NA,2176,NA,2176,"E",737795,4981,659234,21956,82874,65.82,10426,95639,14512,NA,74.12,49.33,45.96,-39540,39.55,38.18,59448,44936,2.85,"AT","  17.2","High income","National",4520,452030,45,45203010,334519,334519
"120",120,"AUSTRIA",2019,"AT0000969985",152,NA,NA,11100,574600,"E",1027983,9811,1748551,777742,60121,140.24,80054,1780305,113486,NA,46.39,17.09,42.12,162221,57.79,23.62,231277,98389,1.57,"AT","  17.2","High income","National",4520,452030,45,45203015,334412,334412
"121",121,"AUSTRIA",2019,"AT0000641352",40,NA,90,NA,90,"E",295364,414,5886880,5132798,5169,70.67,225038,5144580,4531,NA,60.12,50,78.08,85187,41.41,76.12,132028,127773,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"122",122,"AUSTRIA",2019,"AT0000A21KS2",156,253,380,111033,633,"E",349204,311,6382143,5188324,24619,87.74,258063,5188324,NA,NA,61.71,52.44,51.01,183498,46.93,56.13,NA,89819,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"123",123,"AUSTRIA",2019,"AT00000VIE62",22,9648,21216,349898,30864,"E",857617,5767,2300640,1530347,166064,27.88,144845,3256602,130703,NA,45.86,74.53,40.91,373052,20.49,81.52,376547,251657,-18.58,"AT","  17.2","High income","National",2030,203050,20,20305010,48811,48811
"124",124,"AUSTRIA",2019,"AT0000937503",142,12700000,8e+05,NA,13500000,"E",13560700,51907,15454300,6580200,1943400,79.72,1060100,17759200,771700,NA,59.51,68.98,58.08,1166600,43.69,19.91,1341700,556600,6.68,"AT","  17.2","High income","National",1510,151040,15,15104050,331110,331111
"125",125,"AUSTRIA",2019,"AT0000758305",106,20168,16421,9226907,36589,"E",1753849,11126,1613230,427673,280392,101.4,99304,790878,74613,NA,76.67,65.66,32.63,156031,48.33,24.17,196717,122090,5.42,"AT","  17.2","High income","National",2010,201060,20,20106010,333923,333923
"126",126,"AUSTRIA",2019,"AT0000APOST4",166,61407,10033,34106,71440,"E",2021600,20338,1977000,1056500,96200,44.84,139400,1806900,118100,NA,65.05,68.61,70.61,261400,30.64,71.33,197500,83500,-68.76,"AT","  17.2","High income","National",2030,203010,20,20301010,492110,492110
"127",127,"AUSTRIA",2019,"AT0000741053",77,2694530,1153780,9589890,3848310,"E",2204000,6908,8116500,3579600,218500,24.74,374200,9095900,228200,NA,78.97,77.76,14.24,429400,18.93,24.19,359900,90100,-48.33,"AT","  17.2","High income","National",5510,551010,55,55101010,2211,2211
"128",128,"AUSTRIA",2011,"AT000000STR1",2,997704,315157,12578,1312861,"E",13713804,76866,10212330,2154238,536353,58.78,553843,4849668,362378,NA,33.44,58.66,46.68,501146,35.42,30.61,575788,199704,14.07,"AT","  17.2","High income","National",2010,201030,20,20103010,237,234
"129",129,"AUSTRIA",2011,"AT0000937503",134,NA,NA,NA,13118900,"E",10953700,42030,12693200,4371400,1799400,150.97,508500,11906000,514700,NA,39.92,59.51,35.21,957600,59.67,21.41,1474500,864200,5.32,"AT","  17.2","High income","National",1510,151040,15,15104050,331110,331111
"130",130,"AUSTRIA",2011,"AT0000652011",46,67623,117554,1277,185177,"E",11926900,50452,209304000,2405000,3532000,587.06,622000,NA,235500,NA,34.44,84.53,27.07,2658000,79.9,NA,1178300,734500,NA,"AT","  17.2","High income","National",NA,NA,NA,NA,NA,NA
"131",131,"AUSTRIA",2011,"AT0000746409",95,3658083,845398,654.51,4503481,"E",3865400,3045,11859300,6578700,632100,97.92,678175,13040400,237500,NA,53.04,74.34,46.3,829919,46.02,23.44,1020300,778600,7.51,"AT","  17.2","High income","National",5510,551010,55,55101010,2211,2211
"132",132,"AUSTRIA",2011,"AT00000VIE62",14,NA,NA,NA,332000,"E",581997,4501,2150158,1692541,15286,111.11,173668,2646261,60075,NA,35.97,31.09,33.38,178913,52.58,84.66,194377,132287,-5.7,"AT","  17.2","High income","National",2030,203050,20,20305010,48811,48811
"133",133,"AUSTRIA",2019,"AT0000644505",42,1100000,530000,1920000,1640000,"E",2105231,7036,3114115,1634974,28221,64.88,257595,3837710,166959,NA,51.72,43.89,47.98,244615,38.72,36.51,249665,95559,2.64,"AT","  17.2","High income","National",1510,151010,15,15101010,325220,325221
"134",134,"AUSTRIA",2019,"AT00000FACC2",12,10123,14246,NA,24369,"E",798043,3371,736969,181616,22096,91.44,35068,330058,18794,NA,70.04,36.53,43.54,37201,47.76,9.44,52459,29905,6.43,"AT","  17.2","High income","National",2010,201010,20,20101010,3364,3364
"135",135,"AUSTRIA",2019,"AT0000837307",128,6518,16879,NA,23397,"E",1162017,5878,895423,232690,240478,71.25,70294,680699,36124,NA,66.6,32,79.09,66354,41.45,34.6,52360,2616,34.19,"AT","  17.2","High income","National",2010,201040,20,20104010,3351,NA
"136",136,"AUSTRIA",2019,"AT0000785555",109,240844,127930,161908,368774,"E",840568,6902,698570,294544,8071,246.42,80847,866790,84320,NA,73.44,28.05,26.77,72017,68.49,15.62,59355,24933,4.03,"AT","  17.2","High income","National",2010,201060,20,20106020,326299,326299
"137",137,"AUSTRIA",2020,"AT0000831706",127,2355000,296000,NA,2651000,"E",3354599,16619,4271216,1755519,645570,91.38,255465,4533584,244312,NA,53.61,68.11,61.43,507202,47.74,29.57,436560,194116,5.27,"AT","  16.4","High income","National",1510,151020,15,15102010,327120,327121
"138",138,"AUSTRIA",2020,"AT0000743059",91,10100000,3e+05,1.18e+08,10400000,"E",16550000,25291,48092000,19203000,3443000,144.25,2158000,41560000,3197000,NA,82.65,74.26,88.86,3137000,47.63,24.54,3743000,1646000,11.06,"AT","  16.4","High income","National",1010,101020,10,10102010,2111,211111
"139",139,"AUSTRIA",2020,"AT0000969985",153,NA,NA,402400,433300,"E",1000577,10239,1827526,928505,45075,164.56,24945517,2021365,147127,NA,69.04,35.23,55.14,176810,62.2,19.76,180666,34450,1.89,"AT","  16.4","High income","National",4520,452030,45,45203015,334412,334412
"140",140,"AUSTRIA",2020,"AT0000821103",114,3113,4689,91,7802,"E",6019130,13408,31384964,364739,982566,67.48,165074,NA,NA,NA,37.71,67.02,60.1,167908,33.69,NA,272944,186908,NA,"AT","  16.4","High income","National",NA,NA,NA,NA,NA,NA
"141",141,"AUSTRIA",2018,"AT0000758305",105,20368,34671,8539497,55039,"E",1615628,10780,1501039,339398,277304,112.01,82187,659454,69793,NA,80.29,64.08,34.56,126502,50.89,24.54,199295,139698,5.92,"AT","  16.7","High income","National",2010,201060,20,20106010,333923,333923
"142",142,"AUSTRIA",2018,"AT0000652250",56,NA,28251,NA,28251,"E",246805,596,2718600,2085515,208,123.52,117088,2176207,7563,NA,51.06,19.66,37.44,58160,55.2,59.84,103345,95673,NA,"AT","  16.7","High income","National",NA,NA,NA,NA,NA,NA
"143",143,"AUSTRIA",2018,"AT0000946652",149,NA,NA,NA,14869.2,"E",420210,1646,875008,144703,199195,82.58,31962,503646,49268,NA,41.39,55.19,40.56,33377,45.19,34.65,113835,66948,1.56,"AT","  16.7","High income","National",1010,101010,10,10101020,333132,333132
"144",144,"AUSTRIA",2018,"AT000KAPSCH9",177,NA,488,2336,488,"E",693257,5259,608748,21409,70798,72.92,8432,93468,14808,NA,82.13,57.39,41,41824,42.28,38.51,56327,41520,2.52,"AT","  16.7","High income","National",4520,452030,45,45203010,334519,334519
"145",145,"AUSTRIA",2018,"AT0000644505",41,1150000,6e+05,1520000,1750000,"E",2176013,6839,2625835,1495340,21334,31.55,238757,3545600,147241,NA,53.91,41.07,53.89,280035,23.4,38.25,332704,194174,4.9,"AT","  16.7","High income","National",1510,151010,15,15101010,325220,325221
"146",146,"AUSTRIA",2020,"AT0000KTMI02",174,5678.49,4927.95,834556,10606.4,"E",1530382,NA,1674516,356219,557869,147.31,NA,713155,61015,NA,38.48,65.19,10.76,312819,44.79,24.8,225850,99561,5.21,"AT","  16.4","High income","National",2510,251020,25,25102020,336991,541511
"147",147,"AUSTRIA",2020,"AT000KAPSCH9",179,NA,1133,NA,1133,"E",731184,5104,700893,82325,59922,159.21,10555,160657,27920,NA,73.83,52.18,60.48,33375,62.15,30.58,10738,-17281,3.2,"AT","  16.4","High income","National",4520,452030,45,45203010,334519,334519
"148",148,"AUSTRIA",2020,"AT0000APOST4",167,58126,9461,47923,67587,"E",2189200,22966,2632200,1137200,158300,140.99,153100,1985200,142200,NA,66.11,71.9,71.9,729900,57.46,66.81,246000,108100,-22.71,"AT","  16.4","High income","National",2030,203010,20,20301010,492110,492110
"149",149,"AUSTRIA",2020,"AT0000606306",34,256,1622,1816,1878,"E",7263953,46345,165838120,1216926,763097,359.02,568866,NA,230166,NA,83.33,63.43,44.48,1926002,77.05,NA,2012125,1567277,NA,"AT","  16.4","High income","National",NA,NA,NA,NA,NA,NA
"150",150,"AUSTRIA",2020,"AT0000652250",58,NA,23111,NA,23111,"E",223326,555,3121432,2478885,251,105.46,122328,2580997,9108,NA,46.25,16.68,11.14,26228,51.27,57.86,81625,72393,NA,"AT","  16.4","High income","National",NA,NA,NA,NA,NA,NA
"151",151,"AUSTRIA",2019,"AT0000730007",74,23160,75798,NA,98958,"E",6673896,30716,7054637,1295238,1086112,134.23,127128,2196418,299676,NA,75.67,76.36,63.94,820410,57.04,46.29,441361,190166,8.89,"AT","  17.2","High income","National",2010,201060,20,20106020,3332,3332
"152",152,"AUSTRIA",2010,"AT0000743059",81,12206700,742000,108270000,12948700,"E",23323439,31398,26214234,12828796,3092698,67.32,2206464,22472026,1118164,NA,88.03,63.3,90.02,2886312,35.08,17.12,3710438,2498666,17.62,"AT","  18.2","High income","National",1010,101020,10,10102010,2111,211111
"153",153,"AUSTRIA",2010,"AT000000STR1",1,771000,327000,6900,1098000,"E",12381537,73600,10167808,2102364,535500,50.29,508725,4593568,351718,NA,32.27,44.29,57.1,690417,32.48,31.49,497580,116778,9.9,"AT","  18.2","High income","National",2010,201030,20,20103010,237,234
"154",154,"AUSTRIA",2010,"AT0000746409",94,3246066,441521,675.57,3687587,"E",3307900,3015,11291000,5958700,623600,111.4,460986,12563500,229902,NA,51.89,76.56,54.63,778200,50.51,29.96,1043100,813200,4.78,"AT","  18.2","High income","National",5510,551010,55,55101010,2211,2211
"155",155,"AUSTRIA",2018,"AT0000BAWAG2",169,889,7456,1718,8345,"E",1594700,4141,44623000,116000,505000,227.41,66000,NA,10900,NA,58.53,8.53,47.44,-276000,69.45,NA,625600,567600,NA,"AT","  16.7","High income","National",NA,NA,NA,NA,NA,NA
"156",156,"AUSTRIA",2018,"AT0000APOST4",165,54032,8756,29573,62788,"E",1958500,20545,1603600,652800,83200,1.48,102100,1317500,94500,NA,67.98,66.29,69.22,303300,1.45,73.73,219600,141800,13.75,"AT","  16.7","High income","National",2030,203010,20,20301010,492110,492110
"157",157,"AUSTRIA",2019,"AT000AGRANA3",175,NA,NA,NA,918818,"E",2443048,9191,2377098,864221,276740,31.41,132528,2288631,96636,NA,54.26,35.42,43.13,142289,23.1,26.49,129070,33152,4.44,"AT","  17.2","High income","National",3020,302020,30,30202030,31131,31131
"158",158,"AUSTRIA",2019,"AT0000KTMI02",173,6565.99,5495.59,776723.49,12061.58,"E",1520135,NA,1603892,326497,522265,164.54,NA,626814,53081,NA,25.64,22.19,10,257380,47.36,26.78,223460,114376,4.61,"AT","  17.2","High income","National",2510,251020,25,25102020,336991,541511
"159",159,"AUSTRIA",2008,"AT0000APOST4",158,NA,NA,NA,80996,"E",2441400,27002,1815400,725900,276200,19.88,96800,1359600,90400,NA,32.91,25.99,50.48,249700,16.58,18.12,242700,138000,59.4,"AT","  17.0","High income","National",2030,203010,20,20301010,492110,492110
"160",160,"AUSTRIA",2008,"AT0000746409",92,2885000,NA,NA,NA,"E",3744700,2541,8293800,4390100,12500,101.92,243115,10645200,168195,NA,54.13,73.6,48.2,934168,48.3,42.72,1250200,1068900,-9.78,"AT","  17.0","High income","National",5510,551010,55,55101010,2211,2211
"161",161,"AUSTRIA",2008,"AT0000720008",59,16027.64,104072.31,NA,120099.95,"E",5170319,16954,8854018,2975954,4224154,179,851319,11845324,770435,-13786,58.8,77.47,79.87,1563846,64.16,70.67,1232578,77261,-7.66,"AT","  17.0","High income","National",5010,501010,50,50101020,517919,517919
"162",162,"AUSTRIA",2008,"AT0000831706",115,NA,NA,NA,2753330,"E",2431388,15162,4348862,2075878,769451,84.78,313778,3674002,190022,NA,19.92,34.94,84.82,262834,45.59,33.62,395928,196539,3.29,"AT","  17.0","High income","National",1510,151020,15,15102010,327120,327121
"163",163,"AUSTRIA",2008,"AT0000743059",79,1.2e+07,NA,NA,NA,"E",25542598,41282,21235685,10421486,807460,55.86,2317823,17864409,822396,NA,90.04,52.89,74.43,3214238,30.62,18.53,3999085,3083750,375.46,"AT","  17.0","High income","National",1010,101020,10,10102010,2111,211111
"164",164,"AUSTRIA",2010,"AT0000APOST4",160,46871,22489,17708,69360,"E",2351100,24969,1665200,610900,242700,11.45,65700,1289500,80700,0,50.66,32.87,71.01,178500,10.27,63.31,172200,79600,22.92,"AT","  18.2","High income","National",2030,203010,20,20301010,492110,492110
"165",165,"AUSTRIA",2018,"AT0000641352",39,NA,142,NA,142,"E",276044,382,5353553,4417932,5689,73.62,145768,4429043,2619,NA,50.6,50.25,71.67,222144,42.4,74.31,108474,106960,NA,"AT","  16.7","High income","National",NA,NA,NA,NA,NA,NA
"166",166,"AUSTRIA",2018,"AT0000741053",76,2577300,1164600,9352980,3741900,"E",2072600,6831,7762300,3438700,182100,29.6,306400,8778900,278900,NA,82.28,77.23,20.56,603600,21.7,26.47,362800,104500,-17.42,"AT","  16.7","High income","National",5510,551010,55,55101010,2211,2211
"167",167,"AUSTRIA",2018,"AT0000720008",69,23833,234958,102302,258791,"E",4343455,18705,7162569,2716084,3060591,113.7,705422,12156558,500146,NA,59.85,62.3,43.44,1148865,53.18,31.39,1321033,364515,-15.44,"AT","  16.7","High income","National",5010,501010,50,50101020,517919,517919
"168",168,"AUSTRIA",2018,"AT0000606306",32,351,1683,3255,2034,"E",7530014,47079,139992784,1006853,692897,327.91,371003,NA,137472,NA,88.47,63.85,21.89,1830747,75.46,NA,1978894,1688875,NA,"AT","  16.7","High income","National",NA,NA,NA,NA,NA,NA
"169",169,"AUSTRIA",2010,"AT0000720008",61,14783.4,48107.3,NA,62069,"E",4650843,16501,7319979,2548970,3207304,244.02,711446,12149907,703097,-39467,62.86,77.99,46.04,1397535,70.9,52.84,1605111,539526,-10.45,"AT","  18.2","High income","National",5010,501010,50,50101020,517919,517919
"170",170,"AUSTRIA",2018,"AT0000KTMI02",172,6084.24,5279.79,681914.83,11364.03,"E",1462231,NA,1350850,283353,422733,138.73,NA,534193,47693,NA,29.98,22.31,11.44,85458,42.83,28.03,224588,133271,6.07,"AT","  16.7","High income","National",2510,251020,25,25102020,336991,541511
"171",171,"AUSTRIA",2018,"AT0000730007",73,24985,68365,NA,93350,"E",6031455,30278,6751466,1132134,1157511,107.4,115453,1924125,176434,NA,74.68,68.01,71.44,7649,51.49,47.87,408779,253832,12.77,"AT","  16.7","High income","National",2010,201060,20,20106020,3332,3332
