"ISIN","year","scope_total","NPPE","Debt_TotCap","GMAR","gsector","INTAN_TA","Capex_NPPE","Rev_Emp","FuelInten","Age","CapInt"
"BE0974320526",2018,783843,1601892,30.11,7.85,"15",0.0569728171230083,0.219150854115009,1008.58360294118,32.8,21.8201850671577,0.269559298250014
"BE0003766806",2018,11837.9,34542,45.42,33.15,"35",0.0225847738672636,0.28698396155405,148.250355618777,32.8,16.8816067653277,0.268158702744195
"BE0974268972",2018,119262.36,708000,59.34,52.37,"20",0.264033075808788,0.136581920903955,120.97048171533,32.8,10.0934158694429,0.475201356506994
"BE0974256852",2018,137807,2131800,6.52,23.37,"30",0.045132765344395,0.181020733652313,324.900161899622,32.8,16.2070789259561,0.441133479503023
"BE0003810273",2018,103000,3054000,44.16,45.49,"50",0.418524078992955,0.323837590045842,430.438354118438,32.8,20.2358974358974,2.05378209576683
"BE0003883031",2018,155495,2390236,37.4,15.61,"20",0.0550036481432827,0.191700735826923,423.427192370319,32.8,16.961482650077,1.25214750096618
"BE0003739530",2018,62274,805000,19.33,74.14,"35",0.598728726676235,0.124223602484472,618.012008005337,32.8,14.9230769230769,0.376943005181347
"BE0974259880",2018,201600,222000,5.54,13.63,"25",0.1833906980849,0.161711711711712,1500.88087248322,32.8,25.2553191489362,0.132696123641039
"BE0003816338",2018,2944811,3071193,43.9,0.35,"10",2.55762723361478e-05,0.050847667339695,175.602068965517,32.8,18.7260087264747,8.44454939263146
"BE0974293251",2019,5360000,24569248,54.93,57.8,"30",0.726032120342742,0.175688690187018,267.5208,33.3,10.8730018949281,0.967638767314008
"BE0003755692",2019,162700,252000,71.49,32.56,"35",0.260949746426925,0.158730158730159,242.132583540608,33.3,27.4266666666667,0.918713711478339
"BE0003826436",2019,39518,2366800,86.1333,47.7,"50",0.470788799576009,0.103833023491634,726.835443037975,33.3,6.24732129751945,1.64723867022718
"BE0974320526",2019,815175,2094672,39.2,5.47,"15",0.054104748978877,0.222463946622669,1237.61891279728,33.3,17.9349978282071,0.25031747066642
"BE0003766806",2019,28054.3,49972,37.7,32.96,"35",0.0243371615254732,0.36068198190987,199.966029723992,33.3,8.80259593679458,0.276023528412469
"BE0003808251",2019,613504,521386,47.45,-0.3555,"10",0.000214414574276166,0.0767914750300162,50.6299668874172,33.3,24.0353049829982,4.68063798826049
"BE0974268972",2019,116467,1133600,67.98,48.82,"20",0.239559443170302,0.0784227240649259,109.965375774681,33.3,9.31530076705692,0.610520188389691
"BE0003822393",2019,1392029.91,9445600,66.28,25.02,"55",0.180529457079707,0.104927161853138,896.92,33.3,34.973482777474,5.70543638228605
"BE0003883031",2019,698817,2615164,44.48,13.96,"20",0.0533473045433832,0.173402126979417,431.001426872771,33.3,15.5920745112016,1.36383259185118
"BE0974258874",2019,1711215,1498708,51.23,13.54,"15",0.050464268871126,0.120972197386015,172.939505481316,33.3,19.7798741863805,1.04823792062372
"BE0003810273",2019,98500,3434000,48.46,44.34,"50",0.396898013836197,0.320034944670938,436.006496017323,33.3,18.7183308494784,2.22774033345158
"BE0974256852",2019,134999,2199100,2.11,23.46,"30",0.0500460472105085,0.174980673912055,332.894597551078,33.3,15.3813372520206,0.443803729104612
"BE0003816338",2019,3129795,2888684,43.01,25.55,"10",9.42730978517047e-06,0.069944306819299,268.21575562701,33.3,14.4962277580071,5.24958670552454
"BE0003739530",2019,58726,840000,15.45,74.19,"35",0.577782131661442,0.111904761904762,645.93741782803,33.3,14.4715447154472,0.362304091186648
"BE0974259880",2019,241274,268700,6.41,13.04,"25",0.158594047235799,0.167473018235951,1444.41064638783,33.3,15.9655172413793,0.146256712646099
"BE0003765790",2020,168907,549970,65.91,5.28,"30",0.352433223826633,0.0740149462697965,461.476363636364,33.1,11.5136454597307,0.293273909429026
"CZ0005112300",2010,39257000,361066000,42,42.81,"55",0.0310771293247593,0.196061107941484,6037.2225764338,17.4,23.6594415734097,3.20027357579659
"CZ0005112300",2013,30787000,426560000,43.09,44.06,"55",0.0324810404927598,0.125464178544636,8153.75089128232,15.9,24.3591900212651,3.53235330666949
"CZ0005112300",2014,27514000,426542000,40.92,41.7,"55",0.032917978956514,0.108022187732978,7629.54372623574,14,25.5566336823902,3.97721983284909
"CZ0005112300",2011,38906000,386863000,44.94,39.3,"55",0.0281073732464284,0.162894874929885,6431.82166620673,15.9,26.5413441643038,3.30221537845453
"CZ0005112300",2012,34115000,419754000,43.14,38.03,"55",0.034004910911037,0.126838576880744,6878.19774878486,15.6,28.5235214794837,3.44186522234362
"CZ0005112300",2009,37319000,328805000,43.14,55.47,"55",0.0352318981555809,0.140466233785983,6381.69526781071,15.3,22.7420427190402,3.03119907105606
"CZ0005112300",2008,40375540,290826000,44.79,54.44,"55",0.0382632700975317,0.117135331779139,6411.50723614543,16.3,24.5883205070167,2.99032140851584
"CZ0005112300",2020,25008200,410372000,38.89,44.84,"55",0.0345538246654219,0.0726219137757937,6608.69290941206,16.7,26.5650380222284,4.1182262483176
"CZ0005112300",2019,27797800,428088000,40.23,43.52,"55",0.0532347783294671,0.0607772233746333,6391.1377169644,16.4,28.6513723492326,4.45941391905085
"CZ0009093209",2019,36486,10265000,56.88,38.59,"50",0.363548698167792,0.144081831466147,7607.50586395622,16.4,10.6744298884037,0.565262076053443
"CZ0005112300",2018,28295300,415908000,40.22,42.12,"55",0.0440783716194592,0.0737855487271223,5936.09428711737,15.6,50.7136436323581,9.07669340678906
"CZ0009093209",2020,32471,9544000,54.64,39.16,"50",0.434340679772913,0.166492036881811,7997.5966352894,16.7,9.2503653190453,0.475583491936292
"CZ0005112300",2017,29484000,428019000,37.43,33.72,"55",0.0428925765310205,0.083064069585696,7177.22983477349,16.5,50.7136436323581,8.5564718031383
"CZ0009093209",2017,34422,5636000,40.3,31.41,"50",0.485617743891873,0.26792051100071,7241.89573459716,16.5,16.5588235294118,0.486348524907725
"CZ0009093209",2018,34119,6130000,40.73,31.82,"50",0.477281574995829,0.312234910277325,7099.60973796692,15.6,15.9433304272014,0.478679684841505
"DK0060534915",2017,90000,35247000,3.29,83.69,"35",0.0331129125420758,0.200527704485488,2654.62496435022,6.9,20.3208673790069,0.578901661653058
"DK0060534915",2014,120000,23136000,1.76,82.98,"35",0.0192288907804585,0.139955048409405,2168.27404350905,6.7,13.8235807860262,0.534693601783663
"DK0010219153",2012,1598486,8152000,6.47,55.82,"20",0.0462300495321959,0.122546614327772,1517.99959091839,8.2,21.2404661016949,1.35087246513508
"DK0060738599",2017,24265,1718000,42.81,75.55,"35",0.434826498422713,0.185681024447031,993.147590361446,6.9,10.1584158415842,0.311168397907347
"DK0060083210",2012,716800,6426437,7.86,2.32,"20",0,0.296524963988599,12245.1802788845,8.2,17.9171678047118,0.744237691372352
"DK0060336014",2012,360000,7084000,16.89,55.31,"15",0.179461347303378,0.182100508187465,1859.62588975335,8.2,25.7783985102421,1.23224141000534
"DK0060083210",2017,3757400,4810074,21,0.82,"20",0,0.127917782553865,11120.6252354049,6.9,29.6913378803207,0.693345714821817
"DK0060336014",2017,408000,8926000,16.79,55.87,"15",0.138040640254285,0.120546717454627,2326.82145716573,6.9,17.3851921274602,1.27658110247058
"DK0060534915",2012,122000,21539000,1.33,82,"35",0.0235711470240441,0.14267143321417,2275.73936883859,8.2,17.6560298383755,0.546023120498295
"DK0010219153",2013,1580000,8441000,12.36,56.18,"20",0.066018988739236,0.106385499348418,1411.00170422269,7.8,21.1390041493776,1.36737569616856
"DK0060738599",2012,11383.11,1372000,40.06,70.68,"35",0.311199905981902,0.2966472303207,1066.04361370717,8.2,11.0074906367041,0.34354178842782
"DK0010218429",2012,6866,499500,20.03,33.91,"25",0.258438396977074,0.231631631631632,1428.15764482431,8.2,20.5298885511651,0.673704159324401
"DK0060448595",2013,43358,2286000,1.61,67.61,"35",0.164782608695652,0.150043744531934,1383.14312886353,7.8,18.840490797546,0.527889987107864
"DK0060083210",2013,314500,6493739,13.86,-0.3555,"20",0,0.0142216987778536,10241.1063829787,7.8,21.50787251467,0.792250338643597
"DK0060738599",2013,11283,1496000,38.6,71.66,"35",0.358572844400396,0.219919786096257,967.941980239647,7.8,10.935593220339,0.350309479856662
"DK0060534915",2013,125000,21882000,0.5,82.39,"35",0.02443046017003,0.154099259665478,2200.53715308863,7.8,15.7331189710611,0.52693485856507
"DK0060336014",2013,384000,7135000,13.91,55.32,"15",0.178442367601246,0.158093903293623,1883.57921744708,7.8,25.9563636363636,1.21539247403371
"DK0060083210",2014,380400,7396630,16.83,-0.3555,"20",0,0.109493106996024,9211.34587670136,6.7,28.7075433464442,0.96046873999074
"DK0060542181",2014,120007,1638000,55.67,24.44,"20",0.59733791513517,0.550671550671551,145.028651500681,6.7,7.51502732240437,0.0742325079279401
"DK0060448595",2014,39900,2462000,1.44,67.77,"35",0.147819143627108,0.175467099918765,1370.08047624297,6.7,21.7340067340067,0.519391696169939
"DK0060738599",2014,13476,1664000,38.61,72.11,"35",0.354794645296421,0.246394230769231,918.525798525799,6.7,14.2217741935484,0.377380697624652
"DK0060336014",2014,391000,7498000,13.75,55.53,"15",0.164650799843933,0.101627100560149,1930.43074062597,6.7,15.3267716535433,1.24985953928887
"DK0060252690",2012,13912,472000,2.55,64.19,"25",0.545598249027237,0.317796610169492,1156.26629584565,8.2,7.54838709677419,0.105532170775707
"DK0060448595",2012,54933,2286000,17.66,65.59,"35",0.170790343584093,0.0975503062117235,1399.74603174603,8.2,18.715625,0.543318515830536
"DK0060079531",2012,3131040,4261000,56.82,5.58,"20",0.38968058968059,0.128608307908942,2047.78405982127,8.2,19.3435582822086,0.14040790879943
"DK0060079531",2008,2464000,5093000,72.13,5.09,"20",0.359468212033407,0.145690162968781,1494.05332056194,9.7,19.6234567901235,0.169841057833578
"DK0061135753",2020,399200,18772841,38.92,7.76,"10",0.00404969825213008,0.109226568317497,2658.74533233757,5.2,36.5009571437996,8.85880729538266
"DK0060252690",2020,49199,5061000,45.07,72.46,"25",0.361238293444329,0.10669828097214,851.047636103152,5.2,3.34773218142549,0.407701615024462
"DK0060448595",2011,55884,2266000,31.86,63.33,"35",0.199006073992269,0.120917917034422,1379.81551817689,8.8,16.2450142450142,0.560558395595753
"DK0060079531",2009,2973490,4975000,56.66,4.68,"20",0.400027521673318,0.168442211055276,1695.72368421053,9.3,17.4945355191257,0.177442150478038
"DK0060738599",2011,10191,1276000,41.17,69.95,"35",0.278908794788274,0.206974921630094,1037.816210635,8.8,11.450643776824,0.331799527421962
"DK0010219153",2017,1710000,8587317,0.19,59.31,"20",0.0862547619131949,0.0832079449262208,1598.62158247329,6.9,21.6678724726809,1.33444664837204
"DK0060495240",2017,251,41129,20.47,60.78,"45",0.194537629936156,0.538014539619247,1651.21848739496,6.9,10.0791366906475,0.064718029622989
"DK0010219153",2014,1630000,8826108,16.26,56.44,"20",0.078253206411791,0.145477485659591,1473.29299247575,6.7,19.1843144711014,1.3224195086173
"DK0060448595",2018,54200,3169000,17.5,66.29,"35",0.222654522946326,0.234458819816977,1421.81692453972,6.8,13.376,0.508237582831783
"DK0060738599",2018,24946.8,1823000,50.24,76.9,"35",0.451498105843187,0.171146461876029,953.674558642398,6.8,8.80717488789238,0.281839707254072
"DK0060027142",2018,8077,1584000,18.92,52.86,"35",0.16794069955988,0.151515151515152,1225.30474989491,6.8,12.2715517241379,0.976672384219554
"DK0060083210",2018,3829400,5664079,28.65,1.02,"20",0,0.127663473620336,14214.5398716774,6.8,29.9851363453106,0.541928672845861
"DK0010219153",2018,1890000,9161481,0.58,60.43,"20",0.15849054421135,0.0970265615351928,1729.62739987838,6.8,23.0741746113299,1.21806803011651
"DK0010253921",2018,101785.27,4317000,26.1,16.01,"30",0.212990399431077,0.187421820708826,2544.32673543351,6.8,15.6616541353383,0.456472908562976
"DK0060495240",2018,209,40148,0,60.51,"45",0.150944848631775,0.585857327886819,1718.13855421687,6.8,10.8767561465128,0.0608037558158697
"DK0060336014",2018,437000,9698000,22.17,55.45,"15",0.113545498160883,0.164260672303568,2238.99175353975,6.8,18.4126838235294,1.39214732453092
"DK0060952919",2018,595.52,117284,39.7,32.74,"45",0.713061285406364,0.142764571467549,1103.28640515852,6.8,1.11983664768167,0.0849399186447018
"DK0060252690",2018,49507,2634000,50.96,70.74,"25",0.427503572606354,0.33788914198937,949.063670411985,6.8,7.2141652613828,0.187582215206525
"DK0060634707",2018,39800,2529777,47.84,50.23,"30",0.509558081089999,0.10031358495235,3020.7309602649,6.8,17.4773843168816,0.767707450967281
"DK0060534915",2018,176000,41891000,0.98,83.09,"35",0.0476936482628203,0.182043875772839,2620.7114735658,6.8,18.4555414012739,0.64774525847037
"DK0060907293",2018,27105,408421,72.56,39.44,"20",0.363095947842812,0.278658541064245,1433.5632980664,6.8,3.64855526065401,0.176146874444094
"DK0060495240",2019,212,415699,23.75,61.34,"45",0.230160370940976,0.0349652031878835,1813.65419561732,6.5,6.83726207824858,0.181125596645436
"DK0060448595",2019,55800,3249000,14.88,66.69,"35",0.206061604348542,0.165897199138196,1485.75451383137,6.5,17.424,0.485645799654384
"DK0060738599",2019,27691.8,3998000,56.65,74.52,"35",0.403633454134701,0.107303651825913,943.739344572836,6.5,6.51616266944734,0.418105178643115
"DK0060336014",2019,330000,10212000,29.06,52.48,"15",0.0999169952272256,0.130434782608696,2346.77551020408,6.5,17.989847715736,1.47933769305691
"DK0061412855",2019,2414,140012,50.52,17.74,"25",0.463999338181319,0.311237608205011,7798.57883817427,6.5,5.47151743540769,0.0563947309263444
"DK0010218429",2019,3879,167000,4.83,43.27,"25",0.10358927760109,0.319760479041916,2965.51724137931,6.5,5.65263157894737,0.378435517970402
"DK0060542181",2019,101343,4472000,58.25,24.73,"20",0.497277272819288,0.235241502683363,166.763611969702,6.5,5.25974025974026,0.108268092419324
"DK0060634707",2019,40000,2500946,47.2,50.85,"30",0.531772826504203,0.137044142496479,2996.68056096611,6.5,17.0467640955244,0.757108859185706
"DK0061135753",2019,442000,31729730,27.69,10.23,"10",0.005622041726341,0.0309040763977506,2861.8152173913,6.5,28.3737712715248,8.40532305173662
"DK0060534915",2019,161000,50551000,7.22,83.27,"35",0.0480282490060992,0.190619374493086,2857.43390394118,6.5,14.912559618442,0.691848124503159
"DK0010219153",2019,1740000,11638073,2.89,59.99,"20",0.145454550986403,0.130659431333692,1760.55589769908,6.5,24.1622314132434,1.35841345863039
"DK0060907293",2019,22363,789566,73.49,37.61,"20",0.352270024467998,0.175596466919802,1476.77077363897,6.5,3.68517832877472,0.263472174216014
"DK0060083210",2019,4088200,7592614,42.46,1.71,"20",0,0.170024974271048,15547.9315315315,6.5,10.0268847421884,0.608853852926991
"DK0060952919",2019,664.97,146223,33.9,34.68,"45",0.684888579667679,0.156377587657209,994.267828200972,6.5,4.57518837077054,0.104918672797433
"DK0010253921",2019,79129.56,5783000,28.98,14.7,"30",0.191262396140445,0.118450631160297,2187.34335839599,6.5,13.0399002493766,0.499283872815812
"DK0060534915",2009,184202,19226000,3.74,78.68,"35",0.0194606564452868,0.0921668573806304,1772.98760803915,9.3,15.6981720909496,0.689357453306707
"DK0060448595",2008,72772,2734000,58.8,53.24,"35",0.24594767070836,0.275054864667154,1118.40888066605,9.7,15.3563829787234,0.682263972586553
"DK0010219153",2009,1280178,7340000,6.64,23.41,"20",0.0246813127203689,0.336512261580381,1423.94491903608,9.3,21.7794299876084,1.57378223495702
"DK0060738599",2009,9634,976800,60.59,68.88,"35",0.190839694656489,0.213963963963964,977.404423109892,9.3,10.7532603025561,0.361573002174981
"DK0060448595",2009,72898,2635000,46.62,56.53,"35",0.231320368474923,0.279696394686907,1237.02664796634,9.3,15.065963060686,0.647392290249433
"DK0060336014",2009,430000,4804000,27.49,53.6,"15",0.103804950129294,0.187760199833472,1601.51658767773,9.3,22.3093220338983,1.24644886363636
"DK0060542181",2020,77474,3546000,74.02,23.12,"20",0.526281347138149,0.3195149464185,184.255804257071,5.2,4.31913746630728,0.114747289575068
"DK0060634707",2020,35700,2455000,40.56,50.06,"30",0.530700698290392,0.142864765784114,2872.29190421893,5.2,18.9331210191083,0.786687839089586
"DK0060534915",2010,179462,20507000,5.68,79.85,"35",0.024481571656452,0.128346418296192,2024.92170320517,10.4,16.4803794739112,0.628833750164539
"DK0010219153",2010,1304000,8027000,8.02,24.61,"20",0.0377437442463805,0.134670487106017,1331.97093551317,10.4,21.9019384264538,1.63723150357995
"DK0060079531",2010,3220853,4782000,48.49,5.08,"20",0.387524297579078,0.0982852363028022,1998.21596244131,10.4,18.2209631728045,0.151120718011372
"DK0060083210",2010,510700,7454391,4.51,8.52,"20",0,0.381451415682381,14576.4427390791,10.4,28.9411244531323,0.654755813649281
"DK0060448595",2010,61881,2448000,33.29,59.88,"35",0.23271434215725,0.155228758169935,1309.30807248764,10.4,14.1960784313725,0.607318863374227
"DK0060738599",2010,9798,1110300,50.56,69.83,"35",0.268994816109935,0.175087814104296,971.034094111017,10.4,10.5120535714286,0.341637165573675
"DK0060738599",2008,4958,950300,80.75,67.45,"35",0.111884211924047,0.195584552246659,998.272338844511,9.7,10.7580275229358,0.349144909466476
"DK0060534915",2008,215000,18639000,6.56,76.93,"35",0.0161122129756477,0.123826385535705,1714.12982126058,9.7,14.856880733945,0.710995982701469
"DK0010218429",2008,3100,655700,22.95,41.99,"25",0.149287912402491,0.282141223120329,1586.66149670415,9.7,14.6487455197133,0.499389051808407
"DK0060336014",2008,522000,4319000,34.9,50.61,"15",0.119610429136654,0.168789071544339,1582.9770695686,9.7,21.8716216216216,1.19211883132826
"DK0060336014",2010,411000,5866000,18.61,54.32,"15",0.0854496086887079,0.17200818274804,1790.13254786451,10.4,24.2181818181818,1.23282599753188
"DK0060534915",2011,96726,20931000,5.89,80.11,"35",0.0239066212831546,0.161291863742774,2064.53821259647,8.8,16.9282417121276,0.608024598317909
"DK0060083210",2011,727169.4,9266197,7.64,4.4,"20",0,0.403442534191751,11018.0018198362,8.8,24.0444737298422,0.858867083598155
"DK0060336014",2011,370000,6557000,15.88,54.32,"15",0.163706051448367,0.202226628031112,1804.60164835165,8.8,22.6971830985915,1.22664129400571
