Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AKASTOR - Environment Pillar Score,NO0010215684(ENSCORE),NA,57.67,54.94,56.44,61.11,86.22,79.3,69.97,64.21,60.04,61.08,67.13,59.75,54.63
AKASTOR - Social Pillar Score,NO0010215684(SOSCORE),NA,65.68,68.18,76.28,67.63,77.23,75.75,69.5,68.26,68.37,63.85,67.31,72.62,62.13
AKASTOR - Governance Pillar Score,NO0010215684(CGSCORE),NA,40.78,49.01,32.36,31.25,40.19,36.48,41.58,33.5,35.5,30.29,36.84,36.15,43.38
AKER - Environment Pillar Score,NO0010234552(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.59,25,39.7,35.05
AKER - Social Pillar Score,NO0010234552(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.21,67.37,63.67,69.97
AKER - Governance Pillar Score,NO0010234552(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.57,35.29,26.98,30.7
AKER BIOMARINE - Environment Pillar Score,NO0010886625(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.26,35.26
AKER BIOMARINE - Social Pillar Score,NO0010886625(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61,65.16
AKER BIOMARINE - Governance Pillar Score,NO0010886625(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.76,25.9
AKER BP - Environment Pillar Score,NO0010345853(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.23,51.25,51.89,43.22
AKER BP - Social Pillar Score,NO0010345853(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.79,63.75,62.79,59.28
AKER BP - Governance Pillar Score,NO0010345853(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.71,49.94,48.17,80.83
AKER CARBON CAPTURE - Environment Pillar Score,NO0010890304(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.57
AKER CARBON CAPTURE - Social Pillar Score,NO0010890304(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.88
AKER CARBON CAPTURE - Governance Pillar Score,NO0010890304(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.28
AKER SOLUTIONS - Environment Pillar Score,NO0010716582(ENSCORE),NA,NA,NA,NA,NA,NA,NA,65.91,72.93,69.4,76.02,78.73,74.13,71.79
AKER SOLUTIONS - Social Pillar Score,NO0010716582(SOSCORE),NA,NA,NA,NA,NA,NA,NA,62.76,68.28,68.65,78.6,75.87,74.42,74.23
AKER SOLUTIONS - Governance Pillar Score,NO0010716582(CGSCORE),NA,NA,NA,NA,NA,NA,NA,28.25,23.83,19.17,23.04,44.43,56.02,50.39
AKKA TECHNOLOGIES - Environment Pillar Score,FR0004180537(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.82,52.3,52.56
AKKA TECHNOLOGIES - Social Pillar Score,FR0004180537(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.78,54.99,55.55
AKKA TECHNOLOGIES - Governance Pillar Score,FR0004180537(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,19.8,20.07
AKTIA BANK A - Environment Pillar Score,FI4000058870(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.71,60.22,67.73
AKTIA BANK A - Social Pillar Score,FI4000058870(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.34,53.7,55.74
AKTIA BANK A - Governance Pillar Score,FI4000058870(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.46,43.32,56.56
AKVA GROUP - Environment Pillar Score,NO0003097503(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.66
AKVA GROUP - Social Pillar Score,NO0003097503(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.66
AKVA GROUP - Governance Pillar Score,NO0003097503(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.22
AKWEL - Environment Pillar Score,FR0000053027(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.66,32.32,31.47
AKWEL - Social Pillar Score,FR0000053027(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09,54.24,50.72
AKWEL - Governance Pillar Score,FR0000053027(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67,9.31,11.84
AKZO NOBEL - Environment Pillar Score,NL0013267909(ENSCORE),NA,82.22,79.29,78.45,62.71,62.56,66.18,62.04,71.09,68.07,62.59,86.34,69.6,70.8
AKZO NOBEL - Social Pillar Score,NL0013267909(SOSCORE),NA,85.24,80.52,80.54,84.83,83.89,81.02,85.27,82.72,79.56,77.94,72.63,74.36,77.61
AKZO NOBEL - Governance Pillar Score,NL0013267909(CGSCORE),NA,75.78,67.5,71.89,92.55,88.59,81.69,64.96,78.71,81.61,72.53,70.6,65.72,78.87
ALBIOMA - Environment Pillar Score,FR0000060402(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.42,67.94,66.89
